trainx,train_y
13.666666666666666,10.0
10.2,11.0
4.75,7.0
4.0,6.0
8.666666666666666,11.0
5.6,6.0
6.6,9.0
6.0,5.0
6.833333333333333,7.0
7.166666666666667,3.0
5.5,2.0
5.0,2.0
5.428571428571429,4.0
5.142857142857143,9.0
4.4,9.0
4.0,6.0
4.857142857142857,2.0
5.5,1.0
3.8,1.0
4.0,6.0
6.0,10.0
5.8,10.0
6.8,7.0
7.0,12.0
7.0,15.0
2.75,12.0
1.6,7.0
1.25,10.0
3.0,15.0
3.0,13.0
5.333333333333333,9.0
9.75,1.0
1.0,1.0
14.5,1.0
12.0,1.0
2.0,1.0
11.0,1.0
12.0,2.0
1.75,2.0
9.6,2.0
9.0,8.0
1.3333333333333333,8.0
5.666666666666667,8.0
4.333333333333333,10.0
0.42857142857142855,10.0
4.666666666666667,10.0
3.0,5.0
0.0,5.0
3.8333333333333335,5.0
1.75,1.0
0.0,1.0
3.3333333333333335,1.0
1.0,1.0
0.0,1.0
2.8,1.0
1.3333333333333333,1.0
0.0,1.0
4.0,1.0
4.0,6.0
0.0,6.0
5.8,6.0
4.666666666666667,7.0
